コード,銘柄名,市場区分,更新日
3800,ユニリタ,スタンダード,2023/08/09
3802,エコミック,スタンダード,2023/08/09
3804,システム　ディ,スタンダード,2023/08/09
3810,サイバーステップ,スタンダード,2023/08/09
3816,大和コンピューター,スタンダード,2023/08/09
3823,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡ,スタンダード,2023/08/09
3825,リミックスポイント,スタンダード,2023/08/09
3826,システムインテグレータ,スタンダード,2023/08/09
3840,パス,スタンダード,2023/08/09
3841,ジーダット,スタンダード,2023/08/09
3845,アイフリークモバイル,スタンダード,2023/08/09
3847,パシフィックシステム,スタンダード,2023/08/09
3848,データ・アプリケーション,スタンダード,2023/08/09
3850,エヌ・ティ・ティ・データ・イントラマート,スタンダード,2023/08/09
3851,日本一ソフトウェア,スタンダード,2023/08/09
3858,ユビキタスＡＩコーポレーション,スタンダード,2023/08/09
3909,ショーケース,スタンダード,2023/08/09
3910,エムケイシステム,スタンダード,2023/08/09
3920,アイビーシー,スタンダード,2023/08/09
3933,チエル,スタンダード,2023/08/09
3965,キャピタル・アセット・プランニング,スタンダード,2023/08/09
3969,エイトレッド,スタンダード,2023/08/09
3974,ティビィシィ・スキヤツト,スタンダード,2023/08/09
3988,ＳＹＳホールディングス,スタンダード,2023/08/09
3993,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,プライム,2024/09/27
3997,トレードワークス,スタンダード,2023/08/09
4012,アクシス,スタンダード,2023/08/09
4016,ＭＩＴホールディングス,スタンダード,2023/08/09
4059,まぐまぐ,スタンダード,2023/08/09
4171,グローバルインフォメーション,スタンダード,2023/08/09
4172,東和ハイシステム,スタンダード,2023/08/09
4174,アピリッツ,スタンダード,2023/08/09
4193,ファブリカコミュニケーションズ,スタンダード,2023/08/09
4196,ネオマーケティング,スタンダード,2023/08/09
4198,テンダ,スタンダード,2023/08/09
4287,ジャストプランニング,スタンダード,2023/08/09
4288,アズジェント,スタンダード,2023/08/09
4293,セプテーニ・ホールディングス,スタンダード,2023/08/09
4304,Ｅストアー,スタンダード,2023/08/09
4317,レイ,スタンダード,2023/08/09
4319,ＴＡＣ,スタンダード,2023/08/09
4334,ユークス,スタンダード,2023/08/09
4335,アイ・ピー・エス,スタンダード,2023/08/09
4341,西菱電機,スタンダード,2023/08/09
4347,ブロードメディア,スタンダード,2023/08/09
4356,応用技術,スタンダード,2023/08/09
4386,ＳＩＧグループ,スタンダード,2023/08/09
4398,ブロードバンドセキュリティ,スタンダード,2023/08/09
4421,ディ・アイ・システム,スタンダード,2023/08/09
4430,東海ソフト,スタンダード,2023/08/09
4440,ヴィッツ,スタンダード,2023/08/09
4491,コンピューターマネージメント,スタンダード,2023/08/09
4492,ゼネテック,スタンダード,2023/08/09
4494,バリオセキュア,スタンダード,2023/08/09
4499,Ｓｐｅｅｅ,スタンダード,2023/08/09
4642,オリジナル設計,スタンダード,2023/08/09
4644,イマジニア,スタンダード,2023/08/09
4645,市進ホールディングス,スタンダード,2023/08/09
4650,ＳＤエンターテイメント,スタンダード,2023/08/09
4657,環境管理センター,スタンダード,2023/08/09
4659,エイジス,スタンダード,2023/08/09
4664,アール・エス・シー,スタンダード,2023/08/09
4667,アイサンテクノロジー,スタンダード,2023/08/09
4673,川崎地質,スタンダード,2023/08/09
4678,秀英予備校,スタンダード,2023/08/09
4679,田谷,スタンダード,2023/08/09
4685,菱友システムズ,スタンダード,2023/08/09
4690,日本パレットプール,スタンダード,2023/08/09
4691,ワシントンホテル,スタンダード,2023/08/09
4705,クリップコーポレーション,スタンダード,2023/08/09
4707,キタック,スタンダード,2023/08/09
4712,ＫｅｙＨｏｌｄｅｒ,スタンダード,2023/08/09
4716,日本オラクル,スタンダード,2023/08/09
4720,城南進学研究社,スタンダード,2023/08/09
4728,トーセ,スタンダード,2023/08/09
4735,京進,スタンダード,2023/08/09
4736,日本ラッド,スタンダード,2023/08/09
4746,東計電算,スタンダード,2023/08/09
4750,ダイサン,スタンダード,2023/08/09
4752,昭和システムエンジニアリング,スタンダード,2023/08/09
4754,トスネット,スタンダード,2023/08/09
4760,アルファ,スタンダード,2023/08/09
4761,さくらケーシーエス,スタンダード,2023/08/09
4762,エックスネット,スタンダード,2023/08/09
4766,ピーエイ,スタンダード,2023/08/09
4769,ＩＣ,スタンダード,2023/08/09
4771,エフアンドエム,スタンダード,2023/08/09
4777,ガーラ,スタンダード,2023/08/09
4783,日本コンピュータ・ダイナミクス,スタンダード,2023/08/09
4784,ＧＭＯアドパートナーズ,スタンダード,2023/08/09
4800,オリコン,スタンダード,2023/08/09
4814,ネクストウェア,スタンダード,2023/08/09
4816,東映アニメーション,スタンダード,2023/08/09
4829,日本エンタープライズ,スタンダード,2023/08/09
4832,ＪＦＥシステムズ,スタンダード,2023/08/09
4838,スペースシャワーネットワーク,スタンダード,2023/08/09
5032,ＡＮＹＣＯＬＯＲ,プライム,2023/06/08
5036,日本ビジネスシステムズ,スタンダード,2023/08/09
5133,テリロジーホールディングス,スタンダード,2023/08/09
5250,プライム・ストラテジー,スタンダード,2023/08/09
5257,ノバシステム,スタンダード,2023/08/09
5571,エキサイトホールディングス,スタンダード,2023/08/09
5576,オービーシステム ,スタンダード,2023/08/09
6029,アトラグループ,スタンダード,2023/08/09
6037,ファーストロジック,スタンダード,2023/08/09
6044,三機サービス,スタンダード,2023/08/09
6048,デザインワン・ジャパン,スタンダード,2023/08/09
6059,ウチヤマホールディングス,スタンダード,2023/08/09
6060,こころネット,スタンダード,2023/08/09
6061,ユニバーサル園芸社,スタンダード,2023/08/09
6063,日本エマージェンシーアシスタンス,スタンダード,2023/08/09
6074,ジェイエスエス,スタンダード,2023/08/09
6083,ＥＲＩホールディングス,スタンダード,2023/08/09
6091,ウエスコホールディングス,スタンダード,2023/08/09
6186,一蔵,スタンダード,2023/08/09
6540,船場,スタンダード,2023/08/09
6542,ＦＣホールディングス,スタンダード,2023/08/09
6543,日宣,スタンダード,2023/08/09
6546,フルテック,スタンダード,2023/08/09
6547,グリーンズ,スタンダード,2023/08/09
6549,ディーエムソリューションズ,スタンダード,2023/08/09
6551,ツナググループ・ホールディングス,スタンダード,2023/08/09
6552,ＧａｍｅＷｉｔｈ,スタンダード,2023/08/09
6555,ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,スタンダード,2023/08/09
6565,ＡＢホテル,スタンダード,2023/08/09
6566,要興業,スタンダード,2023/08/09
6570,共和コーポレーション,スタンダード,2023/08/09
6578,エヌリンクス,スタンダード,2023/08/09
6786,ＲＶＨ,スタンダード,2023/08/09
6819,伊豆シャボテンリゾート,スタンダード,2023/08/09
6888,アクモス,スタンダード,2023/08/09
6942,ソフィアホールディングス,スタンダード,2023/08/09
7040,サン・ライフホールディング,スタンダード,2023/08/09
7042,アクセスグループ・ホールディングス,スタンダード,2023/08/09
7057,エヌ・シー・エヌ,スタンダード,2023/08/09
7058,共栄セキュリティーサービス,スタンダード,2023/08/09
7065,ユーピーアール,スタンダード,2023/08/09
7071,アンビスホールディングス,プライム,2023/03/14
7081,コーユーレンティア,スタンダード,2023/08/09
7087,ウイルテック,スタンダード,2023/08/09
7127,一家ホールディングス,スタンダード,2023/08/09
7357,ジオコード,スタンダード,2023/08/09
7367,セルム,スタンダード,2023/08/09
7368,表示灯,スタンダード,2023/08/09
7377,ＤＮホールディングス,スタンダード,2023/08/09
7412,アトム,スタンダード,2023/08/09
7502,プラザクリエイト本社,スタンダード,2023/08/09
7524,マルシェ,スタンダード,2023/08/09
7585,かんなん丸,スタンダード,2023/08/09
7604,梅の花,スタンダード,2023/08/09
7621,うかい,スタンダード,2023/08/09
7625,グローバルダイニング,スタンダード,2023/08/09
7678,あさくま,スタンダード,2023/08/09
7682,浜木綿,スタンダード,2023/08/09
7849,スターツ出版,スタンダード,2023/08/09
8181,東天紅,スタンダード,2023/08/09
8207,テンアライド,スタンダード,2023/08/09
8209,フレンドリー,スタンダード,2023/08/09
8920,東祥,スタンダード,2023/08/09
8929,青山財産ネットワークス,スタンダード,2023/08/09
9160,ノバレーゼ,スタンダード,2023/08/09
9213,セイファート,スタンダード,2023/08/09
9220,エフビー介護サービス,スタンダード,2023/08/09
9221,フルハシＥＰＯ,スタンダード,2023/08/09
9249,日本エコシステム,スタンダード,2023/08/09
9339,コーチ・エィ ,スタンダード,2023/08/09
9340,アソインターナショナル,スタンダード,2023/08/09
9360,鈴与シンワート,スタンダード,2023/08/09
9376,ユーラシア旅行社,スタンダード,2023/08/09
9417,スマートバリュー,スタンダード,2023/08/09
9423,フォーバル・リアルストレート,スタンダード,2023/08/09
9439,エム・エイチ・グループ,スタンダード,2023/08/09
9466,アイドママーケティングコミュニケーション,スタンダード,2023/08/09
9476,中央経済社ホールディングス,スタンダード,2023/08/09
9479,インプレスホールディングス,スタンダード,2023/08/09
9564,ＦＣＥ　Ｈｏｌｄｉｎｇｓ,スタンダード,2023/08/09
9610,ウィルソン・ラーニング　ワールドワイド,スタンダード,2023/08/09
9625,セレスポ,スタンダード,2023/08/09
9632,スバル興業,スタンダード,2023/08/09
9633,東京テアトル,スタンダード,2023/08/09
9635,武蔵野興業,スタンダード,2023/08/09
9636,きんえい,スタンダード,2023/08/09
9639,三協フロンテア,スタンダード,2023/08/09
9640,セゾン情報システムズ,スタンダード,2023/08/09
9647,協和コンサルタンツ,スタンダード,2023/08/09
9651,日本プロセス,スタンダード,2023/08/09
9656,グリーンランドリゾート,スタンダード,2023/08/09
9661,歌舞伎座,スタンダード,2023/08/09
9679,ホウライ,スタンダード,2023/08/09
9685,ＫＹＣＯＭホールディングス,スタンダード,2023/08/09
9686,東洋テック,スタンダード,2023/08/09
9687,ＫＳＫ,スタンダード,2023/08/09
9691,両毛システムズ,スタンダード,2023/08/09
9696,ウィザス,スタンダード,2023/08/09
9698,クレオ,スタンダード,2023/08/09
9701,東京會舘,スタンダード,2023/08/09
9704,アゴーラ　ホスピタリティー　グループ,スタンダード,2023/08/09
9708,帝国ホテル,スタンダード,2023/08/09
9709,ＮＣＳ＆Ａ,スタンダード,2023/08/09
9713,ロイヤルホテル,スタンダード,2023/08/09
9720,ホテル、ニューグランド,スタンダード,2023/08/09
9723,京都ホテル,スタンダード,2023/08/09
9726,ＫＮＴ- ＣＴホールディングス,スタンダード,2023/08/09
9731,白洋舎,スタンダード,2023/08/09
9733,ナガセ,スタンダード,2023/08/09
9753,アイエックス・ナレッジ,スタンダード,2023/08/09
9760,進学会ホールディングス,スタンダード,2023/08/09
9761,東海リース,スタンダード,2023/08/09
9763,丸紅建材リース,スタンダード,2023/08/09
9767,日建工学,スタンダード,2023/08/09
9768,いであ,スタンダード,2023/08/09
9776,札幌臨床検査センター,スタンダード,2023/08/09
9778,昴,スタンダード,2023/08/09
9780,ハリマビステム,スタンダード,2023/08/09
9782,ディーエムエス,スタンダード,2023/08/09
9791,ビケンテクノ,スタンダード,2023/08/09
9799,旭情報サービス,スタンダード,2023/08/09
9828,元気寿司,スタンダード,2023/08/09
9853,銀座ルノアール,スタンダード,2023/08/09
9950,ハチバン,スタンダード,2023/08/09
9969,ショクブン,スタンダード,2023/08/09
9979,大庄,スタンダード,2023/08/09
1401,エムビーエス,グロース,2023/08/19
1431,Ｌｉｂ　Ｗｏｒｋ,グロース,2023/08/19
1436,フィット,グロース,2023/08/19
1444,ニッソウ,グロース,2023/08/19
1447,ＩＴｂｏｏｋホールディングス,グロース,2023/08/19
2150,ケアネット,プライム,2023/11/29
2158,ＦＲＯＮＴＥＯ,グロース,2023/08/19
2160,ジーエヌアイグループ,グロース,2023/08/19
2164,地域新聞社,グロース,2023/08/19
2173,博展,グロース,2023/08/19
2195,アミタホールディングス,グロース,2023/08/19
2321,ソフトフロントホールディングス,グロース,2023/08/19
2334,イオレ,グロース,2023/08/19
2342,トランスジェニック,グロース,2023/08/19
2351,ＡＳＪ,グロース,2023/08/19
2370,メディネット,グロース,2023/08/19
2385,総医研ホールディングス,グロース,2023/08/19
2388,ウェッジホールディングス,グロース,2023/08/19
2438,アスカネット,グロース,2023/08/19
2479,ジェイテック,グロース,2023/08/19
2497,ユナイテッド,グロース,2023/08/19
2586,フルッタフルッタ,グロース,2023/08/19
2934,ジェイフロンティア,グロース,2023/08/19
2936,ベースフード,グロース,2023/08/19
2937,サンクゼール,グロース,2023/08/19
2978,ツクルバ,グロース,2023/08/19
2981,ランディックス,グロース,2023/08/19
2983,アールプランナー,グロース,2023/08/19
2986,ＬＡホールディングス,グロース,2023/08/19
2997,ストレージ王,グロース,2023/08/19
2998,クリアル,グロース,2023/08/19
3042,セキュアヴェイル,グロース,2023/08/19
3063,ジェイグループホールディングス,グロース,2023/08/19
3070,アマガサ,グロース,2023/08/19
3133,海帆,グロース,2023/08/19
3137,ファンデリー,グロース,2023/08/19
3138,富士山マガジンサービス,グロース,2023/08/19
3140,ＢＲＵＮＯ,グロース,2023/08/19
3185,夢展望,グロース,2023/08/19
3187,サンワカンパニー,グロース,2023/08/19
3195,ジェネレーションパス,グロース,2023/08/19
3224,ゼネラル・オイスター,グロース,2023/08/19
3237,イントランス,グロース,2023/08/19
3261,グランディーズ,グロース,2023/08/19
3286,トラストホールディングス,グロース,2023/08/19
3300,アンビション　ＤＸ　ホールディングス,グロース,2023/08/19
3359,ｃｏｔｔａ,グロース,2023/08/19
3416,ピクスタ,グロース,2023/08/19
3418,バルニバービ,グロース,2023/08/19
3461,パルマ,スタンダード,2025/03/07
3474,Ｇ- ＦＡＣＴＯＲＹ,グロース,2023/08/19
3477,フォーライフ,グロース,2023/08/19
3479,ティーケーピー,グロース,2023/08/19
3491,ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,グロース,2023/08/19
3496,アズーム,グロース,2023/08/19
3497,ＬｅＴｅｃｈ,グロース,2023/08/19
3498,霞ヶ関キャピタル,プライム,2023/10/06
3541,農業総合研究所,グロース,2023/08/19
3542,ベガコーポレーション,グロース,2023/08/19
3550,スタジオアタオ,グロース,2023/08/19
3556,リネットジャパングループ,グロース,2023/08/19
3557,ユナイテッド＆コレクティブ,グロース,2023/08/19
3558,ジェイドグループ,グロース,2023/08/19
3566,ユニフォームネクスト,グロース,2023/08/19
3622,ネットイヤーグループ,グロース,2023/08/19
3623,ビリングシステム,グロース,2023/08/19
3624,アクセルマーク,グロース,2023/08/19
3625,テックファームホールディングス,グロース,2023/08/19
3628,データホライゾン,グロース,2023/08/19
3645,メディカルネット,グロース,2023/08/19
3646,駅探,グロース,2023/08/19
3652,ディジタルメディアプロフェッショナル,グロース,2023/08/19
3653,モルフォ,グロース,2023/08/19
3664,モブキャストホールディングス,グロース,2023/08/19
3671,ソフトマックス,グロース,2023/08/19
3674,オークファン,グロース,2023/08/19
3680,ホットリンク,グロース,2023/08/19
3690,イルグルム,グロース,2023/08/19
3691,デジタルプラス,グロース,2023/08/19
3692,ＦＦＲＩセキュリティ,グロース,2023/08/19
3695,ＧＭＯリサーチ,グロース,2023/08/19
3698,ＣＲＩ・ミドルウェア,グロース,2023/08/19
3723,日本ファルコム,グロース,2023/08/19
3727,アプリックス,グロース,2023/08/19
3773,アドバンスト・メディア,グロース,2023/08/19
3777,ＦＨＴホールディングス,グロース,2023/08/19
3793,ドリコム,グロース,2023/08/19
3803,イメージ情報開発,グロース,2023/08/19
3807,フィスコ,グロース,2023/08/19
3814,アルファクス・フード・システム,グロース,2023/08/19
3815,メディア工房,グロース,2023/08/19
3842,ネクストジェン,スタンダード,2025/02/17
3900,クラウドワークス,グロース,2023/08/19
3904,カヤック,グロース,2023/08/19
3905,データセクション,グロース,2023/08/19
3907,シリコンスタジオ,グロース,2023/08/19
3908,コラボス,グロース,2023/08/19
3911,Ａｉｍｉｎｇ,グロース,2023/08/19
3913,ｓＭｅｄｉｏ,グロース,2023/08/19
3914,ＪＩＧ- ＳＡＷ,グロース,2023/08/19
3917,アイリッジ,グロース,2023/08/19
3927,フーバーブレイン,グロース,2023/08/19
3929,ソーシャルワイヤー,グロース,2023/08/19
3930,はてな,グロース,2023/08/19
3931,バリューゴルフ,グロース,2023/08/19
3935,エディア,スタンダード,2024/10/23
3936,グローバルウェイ,グロース,2023/08/19
3961,シルバーエッグ・テクノロジー,グロース,2023/08/19
3967,エルテス,グロース,2023/08/19
3970,イノベーション,グロース,2023/08/19
3976,シャノン,グロース,2023/08/19
3979,うるる,グロース,2023/08/19
3986,ビーブレイクシステムズ,グロース,2023/08/19
3987,エコモット,グロース,2023/08/19
3989,シェアリングテクノロジー,グロース,2023/08/19
3991,ウォンテッドリー,グロース,2023/08/19
3998,すららネット,グロース,2023/08/19
4011,ヘッドウォータース,グロース,2023/08/19
4013,勤次郎,グロース,2023/08/19
4014,カラダノート,グロース,2023/08/19
4015,アララ,グロース,2023/08/19
4017,クリーマ,グロース,2023/08/19
4019,スタメン,グロース,2023/08/19
4020,ビートレンド,グロース,2023/08/19
4051,ＧＭＯフィナンシャルゲート,グロース,2023/08/19
4052,フィーチャ,グロース,2023/08/19
4054,日本情報クリエイト,グロース,2023/08/19
4055,ティアンドエス,グロース,2023/08/19
4056,ニューラルグループ,グロース,2023/08/19
4057,インターファクトリー,グロース,2023/08/19
4058,トヨクモ,グロース,2023/08/19
4060,ｒａｋｕｍｏ,グロース,2023/08/19
4068,ベイシス,グロース,2023/08/19
4069,ＢｌｕｅＭｅｍｅ,グロース,2023/08/19
4073,ジィ・シィ企画,グロース,2023/08/19
4074,ラキール,グロース,2023/08/19
4075,ブレインズテクノロジー,グロース,2023/08/19
4076,シイエヌエス,グロース,2023/08/19
4165,プレイド,グロース,2023/08/19
4166,かっこ,グロース,2023/08/19
4167,ココペリ,グロース,2023/08/19
4168,ヤプリ,グロース,2023/08/19
4169,ＥＮＥＣＨＡＮＧＥ,グロース,2023/08/19
4170,Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ,グロース,2023/08/19
4173,ＷＡＣＵＬ,グロース,2023/08/19
4175,ｃｏｌｙ,グロース,2023/08/19
4176,ココナラ,グロース,2023/08/19
4177,ｉ- ｐｌｕｇ,グロース,2023/08/19
4178,Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔｉｏｎｓ,グロース,2023/08/19
4179,ジーネクスト,グロース,2023/08/19
4192,スパイダープラス,グロース,2023/08/19
4194,ビジョナル,プライム,2023/12/14
4199,ワンダープラネット,グロース,2023/08/19
4240,クラスターテクノロジー,グロース,2023/08/19
4255,ＴＨＥＣＯＯ,グロース,2023/08/19
4256,サインド,グロース,2023/08/19
4258,網屋,グロース,2023/08/19
4259,エクサウィザーズ,グロース,2023/08/19
4260,ハイブリッドテクノロジーズ,グロース,2023/08/19
4261,アジアクエスト,グロース,2023/08/19
4262,ニフティライフスタイル,グロース,2023/08/19
4263,サスメド,グロース,2023/08/19
4264,セキュア,グロース,2023/08/19
4265,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌ,グロース,2023/08/19
4267,ライトワークス,グロース,2023/08/19
4270,ＢｅｅＸ,グロース,2023/08/19
4308,Ｊストリーム,グロース,2023/08/19
4316,ビーマップ,グロース,2023/08/19
4370,モビルス,グロース,2023/08/19
4371,コアコンセプト・テクノロジー,グロース,2023/08/19
4372,ユミルリンク,グロース,2023/08/19
4374,ＲＯＢＯＴ　ＰＡＹＭＥＮＴ,グロース,2023/08/19
4375,セーフィー,グロース,2023/08/19
4376,くふうカンパニー,グロース,2023/08/19
4377,ワンキャリア,グロース,2023/08/19
4378,ＣＩＮＣ,グロース,2023/08/19
4379,Ｐｈｏｔｏｓｙｎｔｈ,グロース,2023/08/19
4380,Ｍマート,グロース,2023/08/19
4381,ビープラッツ,グロース,2023/08/19
4387,ＺＵＵ,グロース,2023/08/19
4388,エーアイ,グロース,2023/08/19
4389,プロパティデータバンク,グロース,2023/08/19
4391,ロジザード,グロース,2023/08/19
4393,バンク・オブ・イノベーション,グロース,2023/08/19
4394,エクスモーション,グロース,2023/08/19
4395,アクリート,グロース,2023/08/19
4397,チームスピリット,グロース,2023/08/19
4412,サイエンスアーツ,グロース,2023/08/19
4413,ボードルア,グロース,2023/08/19
4414,フレクト,グロース,2023/08/19
4415,ブロードエンタープライズ,グロース,2023/08/19
4416,Ｔｒｕｅ　Ｄａｔａ,グロース,2023/08/19
4417,グローバルセキュリティエキスパート,グロース,2023/08/19
4418,ＪＤＳＣ,グロース,2023/08/19
4419,Ｆｉｎａｔｅｘｔホールディングス,グロース,2023/08/19
4422,ＶＡＬＵＥＮＥＸ,グロース,2023/08/19
4424,Ａｍａｚｉａ,グロース,2023/08/19
4425,Ｋｕｄａｎ,グロース,2023/08/19
4427,ＥｄｕＬａｂ,グロース,2023/08/19
4428,シノプス,グロース,2023/08/19
4429,リックソフト,グロース,2023/08/19
4431,スマレジ,グロース,2023/08/19
4435,カオナビ,グロース,2023/08/19
4436,ミンカブ・ジ・インフォノイド,グロース,2023/08/19
4437,ｇｏｏｄｄａｙｓホールディングス,グロース,2023/08/19
4438,Ｗｅｌｂｙ,グロース,2023/08/19
4442,バルテス,グロース,2023/08/19
4444,インフォネット,グロース,2023/08/19
4445,リビン・テクノロジーズ,グロース,2023/08/19
4447,ピー・ビーシステムズ,グロース,2023/08/19
4448,Ｃｈａｔｗｏｒｋ,グロース,2023/08/19
4450,パワーソリューションズ,グロース,2023/08/19
4475,ＨＥＮＮＧＥ,グロース,2023/08/19
4476,ＡＩ　ＣＲＯＳＳ,グロース,2023/08/19
4477,ＢＡＳＥ,グロース,2023/08/19
4478,フリー,グロース,2023/08/19
4479,マクアケ,グロース,2023/08/19
4482,ウィルズ,グロース,2023/08/19
4484,ランサーズ,グロース,2023/08/19
4486,ユナイトアンドグロウ,グロース,2023/08/19
4487,スペースマーケット,グロース,2023/08/19
4488,ＡＩ　ｉｎｓｉｄｅ,グロース,2023/08/19
4490,ビザスク,グロース,2023/08/19
4493,サイバーセキュリティクラウド,グロース,2023/08/19
4495,アイキューブドシステムズ,グロース,2023/08/19
4496,コマースＯｎｅホールディングス,グロース,2023/08/19
4498,サイバートラスト,グロース,2023/08/19
4563,アンジェス,グロース,2023/08/19
4564,オンコセラピー・サイエンス,グロース,2023/08/19
4570,免疫生物研究所,グロース,2023/08/19
4571,ＮＡＮＯ　ＭＲＮＡ,グロース,2023/08/19
4572,カルナバイオサイエンス,グロース,2023/08/19
4575,キャンバス,グロース,2023/08/19
4576,デ・ウエスタン・セラピテクス研究所,グロース,2023/08/19
4579,ラクオリア創薬,グロース,2023/08/19
4582,シンバイオ製薬,グロース,2023/08/19
4583,カイオム・バイオサイエンス,グロース,2023/08/19
4584,キッズウェル・バイオ,グロース,2023/08/19
4586,メドレックス,グロース,2023/08/19
4588,オンコリスバイオファーマ,グロース,2023/08/19
4591,リボミック,グロース,2023/08/19
4592,サンバイオ,グロース,2023/08/19
4593,ヘリオス,グロース,2023/08/19
4594,ブライトパス・バイオ,グロース,2023/08/19
4596,窪田製薬ホールディングス,グロース,2023/08/19
4597,ソレイジア・ファーマ,グロース,2023/08/19
4598,Ｄｅｌｔａ- Ｆｌｙ　Ｐｈａｒｍａ,グロース,2023/08/19
4599,ステムリム,グロース,2023/08/19
4772,ストリームメディアコーポレーション,グロース,2023/08/19
4833,Ｓｕｃｃｅｓｓ　Ｈｏｌｄｅｒｓ,グロース,2023/08/19
4840,トライアイズ,グロース,2023/08/19
4880,セルソース,プライム,2023/10/06
4881,ファンペップ,グロース,2023/08/19
4882,ペルセウスプロテオミクス,グロース,2023/08/19
4883,モダリス,グロース,2023/08/19
4884,クリングルファーマ,グロース,2023/08/19
4888,ステラファーマ,グロース,2023/08/19
4889,レナサイエンス,グロース,2023/08/19
4890,坪田ラボ,グロース,2023/08/19
4891,ティムス,グロース,2023/08/19
4892,サイフューズ,グロース,2023/08/19
4893,ノイルイミューン・バイオテック,グロース,2023/08/19
4894,クオリプス,グロース,2023/08/19
4933,Ｉ- ｎｅ,プライム,2023/09/19
4934,プレミアアンチエイジング,グロース,2023/08/19
4937,Ｗａｑｏｏ,グロース,2023/08/19
4978,リプロセル,グロース,2023/08/19
5025,マーキュリーリアルテックイノベーター,グロース,2023/08/19
5026,トリプルアイズ,グロース,2023/08/19
5027,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ,グロース,2023/08/19
5028,セカンドサイトアナリティカ,グロース,2023/08/19
5029,サークレイス,グロース,2023/08/19
5031,モイ,グロース,2023/08/19
5033,ヌーラボ,グロース,2023/08/19
5034,ｕｎｅｒｒｙ,グロース,2023/08/19
5035,ＨＯＵＳＥＩ,グロース,2023/08/19
5038,ｅＷｅＬＬ,グロース,2023/08/19
5070,ドラフト,グロース,2023/08/19
5125,ファインズ,グロース,2023/08/19
5126,ポーターズ,グロース,2023/08/19
5129,ＦＩＸＥＲ,グロース,2023/08/19
5131,リンカーズ,グロース,2023/08/19
5132,ｐｌｕｓｚｅｒｏ,グロース,2023/08/19
5134,ＰＯＰＥＲ,グロース,2023/08/19
5136,ｔｒｉｐｌａ,グロース,2023/08/19
5137,スマートドライブ,グロース,2023/08/19
5138,Ｒｅｂａｓｅ,グロース,2023/08/19
5139,オープンワーク,グロース,2023/08/19
5240,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ,グロース,2023/08/19
5242,アイズ,グロース,2023/08/19
5243,ｎｏｔｅ,グロース,2023/08/19
5244,ｊｉｇ．ｊｐ,グロース,2023/08/19
5246,ＥＬＥＭＥＮＴＳ,グロース,2023/08/19
5247,ＢＴＭ,グロース,2023/08/19
5248,テクノロジーズ,グロース,2023/08/19
5252,日本ナレッジ,グロース,2023/08/19
5253,カバー,グロース,2023/08/19
5254,Ａｒｅｎｔ,グロース,2023/08/19
5255,モンスターラボホールディングス,グロース,2023/08/19
5256,Ｆｕｓｉｃ,グロース,2023/08/19
5258,トランザクション・メディア・ネットワーク,グロース,2023/08/19
5259,ＢＢＤイニシアティブ,グロース,2023/08/19
5527,ｐｒｏｐｅｒｔｙ　ｔｅｃｈｎｏｌｏｇｉｅ,グロース,2023/08/19
5532,リアルゲイト,グロース,2023/08/19
5570,ジェノバ,グロース,2023/08/19
5572,Ｒｉｄｇｅ- ｉ,グロース,2023/08/19
5574,ＡＢＥＪＡ,グロース,2023/08/19
5575,Ｇｌｏｂｅｅ,グロース,2023/08/19
5577,アイデミー,グロース,2023/08/19
5578,ＡＲアドバンストテクノロジ,グロース,2023/08/19
5580,プロディライト,グロース,2023/08/19
5582,グリッド,グロース,2023/08/19
5585,エコナビスタ,グロース,2023/08/19
5586,Ｌａｂｏｒｏ．ＡＩ,グロース,2023/08/19
5704,ＪＭＣ,グロース,2023/08/19
5834,ＳＢＩリーシングサービス,グロース,2023/08/19
5884,クラダシ,グロース,2023/08/19
6026,ＧＭＯ　ＴＥＣＨ,グロース,2023/08/19
6027,弁護士ドットコム,グロース,2023/08/19
6030,アドベンチャー,グロース,2023/08/19
6031,サイジニア,グロース,2023/08/19
6033,エクストリーム,グロース,2023/08/19
6034,ＭＲＴ,グロース,2023/08/19
6038,イード,グロース,2023/08/19
6039,日本動物高度医療センター,グロース,2023/08/19
6040,日本スキー場開発,グロース,2023/08/19
6045,レントラックス,グロース,2023/08/19
6046,リンクバル,グロース,2023/08/19
6049,イトクロ,グロース,2023/08/19
6069,トレンダーズ,グロース,2023/08/19
6072,地盤ネットホールディングス,グロース,2023/08/19
6081,アライドアーキテクツ,グロース,2023/08/19
6085,アーキテクツ・スタジオ・ジャパン,グロース,2023/08/19
6086,シンメンテホールディングス,グロース,2023/08/19
6090,ヒューマン・メタボローム・テクノロジーズ,グロース,2023/08/19
6092,エンバイオ・ホールディングス,スタンダード,2024/05/22
6094,フリークアウト・ホールディングス,グロース,2023/08/19
